"id_relatorio_gestao","situacao_relatorio_gestao","parecer_relatorio_gestao","id_plano_acao"
4076,"DISPONIBILIZADO","O valor recebido por meio de transferência especial foi aplicado na compra de conjunto de britagem (unidade de britagem móvel). O equipamento será utilizado em benefício aos agricultores de todo o território rural do Município, observando a preservação do meio ambiente. Os serviços a serem realizados consistem na britagem de pedras de roça da propriedade dos agricultores, e posteriormente a colocação em estradas vicinais para melhoramento do trafego de produtos de produção agrícola.
    Por fim, com a aquisição deste equipamento será viabilizado e facilitado o melhoramento das estradas e sua pavimentação, estaremos propiciando melhorias em propriedades rurais melhores condições de trafegabilidade para escoamento da produção de grãos, aves e suínos, tendo em vista que a economia do município é calcada na agricultura, e também considerando que a metade da população reside no interior do município, visamos melhorar sua qualidade de vida.
Todo o valor foi aplicado na compra além de acrescentar contrapartida.
O Valor do rendimento da aplicação financeira foi transferido para a conta da muníc´´ipio na qual saiu o valor da contrapartida financeira para o pagamento do conjunto de britagem, servido valor de rendimento como parte da contrapartida financeira.

Segue anexos documentos e fotos que comprovam a correta aplicação do recurso. 
",9649
356,"DISPONIBILIZADO","Construção de Teatro de Arena no Parque Permanente de Exposição Sebastião Vigarani",10324
3991,"DISPONIBILIZADO","Aquisição de duas ambulâncias para saúde , atraves da nota fiscal 47555 Valor de R$ 231.000,00 e Nota fiscal 47558 ( parte da nota R$ 69.000,00), Com nota de empenho 7155/2022, nota de liquidação e pagamento e comprovantes de pagamento 00143083 (anexos) Valor total da emenda gasto R$ 300.000,00",10290
4668,"DISPONIBILIZADO","O presente parecer tem por objetivo demonstra como e onde foi aplicado o recurso recebimento pela indicação parlamentar (emenda) na modalidade Transferência Especial.
O repasse foi utilizado para pagamento de uma Ambulância Tipo D - UTI, adquirida por meio do processo de compra nº 332/2021, da Empresa Unividas Veiculos Especiais Ltda, conforme nota fiscal º 2859 de 05/10/2021, no valor de R$ 349.000,00, sendo R$ 300.000,00 provenientes de recursos de transferência especial e R$ 49.000,00 de recursos de contrapartida do município. Dotação Orçamentária: 02.03.10.302.0023.1042.4.4.90.52.00.27.
As informações relatadas podem ser verificadas no arquivo que segue em anexo.",10283
2962,"DISPONIBILIZADO","O objeto proposto foi executado integralmente, sendo, Recapeamento asfáltico na Rua 12 no bairro Vila Santa Terezinha, no município de Rio Claro/SP e Iluminação do Campo de Futebol da Lagoa Seca, no município de Rio Claro/SP. Conforme relatórios e documentação em anexo.",10304
1409,"DISPONIBILIZADO","No ano de 2021 viu-se a necessidade de realizar algo em nosso município que abraça-se os munícipes, de uma forma que fossem acalentados, nesse período tão difícil de pandemia, e, em contrapartida, movimentar o Turismo em nossa querida cidade de Ribeirão Grande. Onde surgiu a ideia do projeto ""Natal Iluminado"". O local escolhido para realizar o projeto, foi a Praça Bom Jesus, no centro da cidade. A Praça Bom Jesus ficou toda enfeitada com luzes de LED e decorações natalinas por, aproximadamente, 30 dias. Isso resultou na cidade de Ribeirão Grande sendo destaque positivo na região, no final do ano de 2021. Houve  a aprovação do povo Ribeirão-grandense e atraiu turistas de cidades vizinhas e região, onde movimentou o comércio local.",10298
2159,"DISPONIBILIZADO","A execução foi realizada de acordo com o objeto do convênio.",10291
3988,"DISPONIBILIZADO","Sobre a utilização do recurso recebido, informamos que o Município de Avanhandava executou em sua totalidade o objeto de RECAPEAMENTO ASFÁLTICO, passando por todas as etapas de execução de recursos do Governo como: Elaboração de Projeto Básico Técnico, Processo Licitatório, Contrato e Documentos de Liquidação. Afim de comprovar toda a execução do Objeto e prestar contas do recurso recebido, segue em anexo os documentos gerados durante todo o processo.",13609
4232,"DISPONIBILIZADO","Recurso utilizado no seu total (100%), incluindo rendimentos, para a construção de um ossuário no Cemitério Municipal. Tudo que foi proposto inicialmente foi executado por completo.
A obra ficou em R$ 169.514,85 (Cento e sessenta e nove mil quinhentos e quatorze reais e oitenta e cinco centavos), utilizando-se do total do recurso destinado a essa municipalidade (R$ 140.000,00 Cento e quarenta mil reais) e o restante pago com rendimentos, zerando a conta do convênio, e com recursos do município.
",10356
4105,"DISPONIBILIZADO","Após verificação da documentação enviada pelo tomador, relativa à Prestação de Contas do referido Contrato de Repasse, informamos que a respectiva Prestação de Contas Final foi aprovada. Assessoria.",10336
8267,"EM_ELABORACAO","Foi elabora o Projeto Básico Técnico e Processo Licitatório conforme os documentos em anexo, e as demais fases para a execução do convênio estão sendo executadas.",10344
15358,"DISPONIBILIZADO","Transferência especial no valor de 90 mil e os rendimentos de juros foram utilizados conforme processo licitatório para aquisição de Playgrounds de 3,5 
 e 7 torres madeira plástica com cobertura no valor total de R$ 262.150,00 nota fiscal n 13060 e com o recurso da transferência especial foi utilizado 90 mil mais juros de aplicação e o restante foi de recurso próprio para pagamento a Emp´resa Natali Brink Brinquedos LTDA conforme documentos anexo.",10334
11379,"DISPONIBILIZADO","RELATÓRIO DE GESTÃO E PRESTAÇÃO DE CONTAS DOS RECURSOS ORIUNDOS DA EMENDA PARLAMENTAR  Nº 202128330007 – DA DEPUTADA FLÁVIA MORAIS
NA MODALIDADE TRANSFERÊNCIA ESPECIAL AO MUNICÍPIO DE SANTA BÁRBARA DE GOIÁS. 
",10372
16253,"EM_ELABORACAO","Aquisição de Câmara Fria tipo Container e Seladora de Embalagens para a Cooperativa da Agricultura Familiar Integrada do Município",10376
10290,"DISPONIBILIZADO","PRESTAÇÃO DE CONTAS",10366
4425,"DISPONIBILIZADO","Declaro, sob as penas da lei e para fins de prestação de contas, que o objeto foi cumprido de acordo com o disposto no Projeto Básico e/ou no Plano de Trabalho e que a documentação anexada comprova a exata aplicação dos recursos recebidos para os fins indicados.",10362
1719,"DISPONIBILIZADO","Prestação de contas",10364
15693,"DISPONIBILIZADO","Prestação de contas",10365
8204,"EM_ELABORACAO","Prestação de contas",10368
2317,"DISPONIBILIZADO","O recurso foi utilizado através do processo licitatório Carta Convite 13/2021, edital nº 172/2022 no valor R$ 188.961,33 (sendo R$ 180.000,00 de repasse e R$ 8.961,33 de contrapartida do município). A obra foi finalizada em maio/2022.  O objeto da obra: execução de pavimentação com lajotas intertravadas, guias, sarjetas e drenagem de águas pluviais na Rua Romário de Andrade e trecho da Rua Sylvio Janotta, que constituem objeto do Termo de Contrato DCL 081/2021. ",10329
7618,"DISPONIBILIZADO","Aquisição de 02 carros Enzo, valor R$ 156.840,00. Aquisição de Televisor Smart Led NE 215 e 237, NF 2626, Fornecedor Harmonia Serviços Administrativos Ltda, valor de R$ 3.030,00. Aquisição de Leitor de código de barra, NE 215 e 237, NF 2626, Fornecedor : Harmonia Serviços Administrativos Ltda, valor de R$ 540,00. Aquisição de fragmentadora, NE 221 e 239, NF 140, Fornecedor: ADL produtos e serviços ltda, valor de R$ 2.850,00.
O empenho 215 foi anulado pelo motivo: fonte errada de recursos e substituído pelo 236, assim como o empenho 221 substituído pelo 238 em 25/07/2023.",10375
1187,"DISPONIBILIZADO","Obra de recapeamento nos arredores da Sta Casa e PPA para facilitar o andamento das ambulância executado 100%",10339
2492,"DISPONIBILIZADO","AQUISIÇÃO DE EQUIPAMENTO AGRÍCOLA NOVO, PARA ATENDER AS NECESSIDADES  DA SECRETARIA MUNICIPAL  DE AGRICULTURA, CONFORME ANEXOS, ORIUNDOS DE EMENDA ESPECIAL PLANO DE AÇÃO 09032021-010405",10405
6946,"EM_ELABORACAO","CONSTRUÇÃO CONCLUÍDA 2023.",10389
11988,"DISPONIBILIZADO","71",10390
1195,"DISPONIBILIZADO","PARECER DO RELATÓRIO DE GESTÃO
1 – DO PROCESSO DE AQUISIÇÃO DO OBJETO
1.1 O Município de São Bernardino-SC, inscrito no CNPJ 01.612.812/0001-50 beneficiário da Emenda de Transferência Especial n202128550001-PROGRAMA Nº09032021 Plano de Ação n09032021-010414 no valor de R$ 150.000,00 oriunda do Dep Federal Pedro Uczai/SC, adquiriu por DESAPROPRIAÇÃO AMIGÁVEL o imóvel, Chácara nº12 com área de 43.219,59 m2 (Mat. 1.559 CRI Campo Erê/SC) no valor de R$ 500.000,00 com auxilio da Emenda de Transferência Especial n202132350006-PROGRAMA Nº09032021 Plano de Ação n09032021-010954 no valor de R$ 300.000,00 oriunda da Dep Federal Geovânia de Sá/SC,  e com R$ 50.000,00 de recursos de contrapartida do Município, para implantação de um Conjunto Habitacional e demais ações e programas sociais.
1.2 O processo de aquisição se deu da seguinte forma: Após o repasse dos recursos de Transferência Especial do Ministério da Economia, tendo em vista a necessidade de atender a demanda por habitação dado o déficit habitacional no Município e com a previsão de repasse futuro de recursos financeiros da Secretaria de Estado do Desenvolvimento Social para a Construção de 15 UNIDADES HABITACIONAIS pelo Programa SC MAIS MORADIA, o Município de São Bernardino, através da Secretaria Municipal de Assistência e Desenvolvimento Social, realizou os procedimentos legais e administrativos para a aquisição de um imóvel. Desta forma, nomeou-se uma Comissão para escolha e avaliação de Imóveis para a Implantação de Um conjunto Habitacional, com espaço suficiente para a continuidade deste e demais obras e ações de desenvolvimento social e econômico do Município. No processo de escolha e avaliação, acompanhada de avaliação imobiliária sugeriu-se o referido imóvel. Desta forma enviou-se Projeto de Lei para o Legislativo Municipal que aprovou o projeto, nascendo então a LEI nº1.389/2021 de 14/12/2021 que dispõe sobre a autorização para aquisição de imóvel para instalação de conjunto habitacional no Município de São Bernardino e dá outras providências.
1.3 Passo seguinte foi a edição de Decreto nº445/2021 de 14/12/2021 que Declara de Utilidade Pública para fins de desapropriação o referido Imóvel. Seguido pela Edição do Decreto nº446/2021 de 14/12/2021 que Decreta desapropriação ordinária de imóvel localizado na Linha São Pedro, no Município de São Bernardino-SC, por utilidade Pública e dá outras providências.
2 – DA CONTRATAÇÃO 1
 2.1 Com a realização destes atos administrativos, o Município firmou o contrato nº208/2021 em 14/12/2021 com Amaro Roque Schneider e sua esposa, legítimos proprietários da matricula do imóvel nº1.559 CRI Campo Erê/SC no valor de R$ 500.000,00. Referido Contrato foi publicado no endereço eletrônico: www.diario municipal.sc.gov.br/DOM/SC em 15/12/2021, Edição nº3710 nas fls nº2422. 
3- DA ESCRITURAÇÃO E DO REGISTRO DO IMOVEL
3.1 O Município encaminhou a documentação para a escritura do Imóvel junto ao Tabelionato e seguidamente junto ao Registro de Imóveis, ambos na cidade vizinha de Campo Erê, do qual o Município faz parte da Comarca, não possuindo tais órgãos em São Bernardino. O registro do Imóvel  (R.7-1.559) em favor do Município de São Bernardino ocorreu em 17/01/2022 conforme documento em anexo ao parecer.
4 – DO PAGAMENTO, SALDO DE REPASSE E RENDIMENTOS DA APLICAÇÃO
4.1 O pagamento da aquisição do Imovel ocorreu em 18/01/2022 documento bancário nº 172.027.510.011.116, no valor de R$ 500.000,00 conforme comprovante e extratos bancários que fazem parte deste relatório.
",10414
7438,"DISPONIBILIZADO","Licitação Pregão Eletrônico 01/2023
Aquisição de duas Carreta Agrícola, Contrato 74/2023 no valor de R$ 84.580,00
Aquisição de Distribuidor de Fertilizantes, Contrato 74/2023 no valor de R$ 15.000,00
Aquisição de Arado Subsolador, Contrato 75/2023 no valor de R$ 5.000,00",10379
7453,"EM_ELABORACAO","BALANÇA DIGITAL PARA COZINHA COM AS SEGUINTES CARACTERÍSTICAS MÍNIMAS: CAPACIDADE PARA ATÉ 20 KG, ESCALA DE NO MÁXIMO 5 GRAMAS EM 5 GRAMAS ATÉ 20 KG, FUNÇÃO TARA-AUTO CALIBRAÇÃO, PESAGEM EM GRAMAS (G), DÍGITOS NO DISPLAY DIGITAL, DESLIGAMENTO AUTOMÁTICO OU MANUAL, ALIMENTAÇÃO: PILHA OU BATERIA, CFE. EMENDA DO DEPUTADO FEDERAL ZECA DIRCEU, MODALIDADE TRANSFERENCIA ESPECIAL;


REF. AQUISIÇAO DE CAIXAS TERMICAS 42 L COM RECURSOS ORIUNDOS DE TRANSFERENCIA ESPECIAL DO DEPUTADO FEDERAL ZECA DIRCEU.",10402
1659,"DISPONIBILIZADO","Os recursos da Transferência Especial foram destinados a Investimentos na pavimentação e revitalização asfáltica da Avenida Getúlio Vargas no município de Caxambu do Sul, contratados através do processo licitatório nº TO 011/2021, Contrato Administrativo nº 094/2021 e cumpriram todos os requisitos legais, conforme orientações do Programa. ",10426
4675,"DISPONIBILIZADO","Reforma de Edificação existente e ampliação - Antigo Prédio da Prefeitura , localizado na Rua Ceará Esquina com a Rua Governador Jorge Lacerda, nº 619, Centro de Guarujá do Sul, (contempla apenas a estrutura até a primeira laje).

Eu, CLAUDIO JUNIOR WESCHENFELDER, CPF 061.266.679-48, Prefeito Municipal de Guarujá do Sul – SC, DECLARO expressamente que o objeto recursos previstos desta transferência especial foi executado e concluído, conforme determinada o Art. 9º da INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024.",10419
15392,"EM_ELABORACAO","Relatório de Gestão

Valor da transferência: R$ 500.000,00

         1 - Com os recursos da transferência foi executado obras de pavimentação asfáltica, nas ruas: 
Rua Visconde de Maua, Avenida Nereu Ramos, Rua Benjamin Galoti e ruas diversas, como segue as medições, Notas fiscais e comprovante de pagamento:

Para contratação de empresa para execução da obra foi realizado o processo de licitação, e contrato número 320/2021:
Empenho: 6207/2022


Parte da Nota Fiscal - n° 1939 - data: 02/04/2022 - Valor de: R$ 5.619,52 - Rua Visconde de Maua

Nota Fiscal - n° 1940 - data:  02/04/2022 - Valor de: R$ 237.750,41 - Avenida Nereu Ramos

Nota Fiscal - n° 1941 - data:  02/04/2022 - Valor de:  R$ 214.748,37 - Rua Benjamin Galoti

Nota Fiscal - n° 1988 - data:  31/05/2022 - Valor de:  R$ 41.881,70 - Ruas diversas.

Valor total utilizado: R$ 500.000,00
",10427
